time,open,high,low,close,tick_volume,spread,real_volume
2025-03-18 13:00:00,1.09515,1.09531,1.09429,1.09431,1418,0,0
2025-03-18 13:15:00,1.09432,1.09481,1.09424,1.09425,1291,0,0
2025-03-18 13:30:00,1.09427,1.09463,1.09394,1.09463,1329,0,0
2025-03-18 13:45:00,1.09465,1.09514,1.09455,1.095,1294,0,0
2025-03-18 14:00:00,1.095,1.09521,1.094,1.09457,1903,0,0
2025-03-18 14:15:00,1.09457,1.09471,1.0935,1.09368,1888,0,0
2025-03-18 14:30:00,1.09368,1.09372,1.09317,1.09344,1399,0,0
2025-03-18 14:45:00,1.09345,1.09377,1.09321,1.0934,1339,0,0
2025-03-18 15:00:00,1.09343,1.09372,1.09321,1.09347,1434,0,0
2025-03-18 15:15:00,1.09352,1.09368,1.09301,1.09328,1160,0,0
2025-03-18 15:30:00,1.09329,1.09346,1.09262,1.09266,1410,0,0
2025-03-18 15:45:00,1.09266,1.09289,1.09141,1.09162,1562,0,0
2025-03-18 16:00:00,1.09163,1.09238,1.09154,1.09192,1389,0,0
2025-03-18 16:15:00,1.09193,1.09209,1.09143,1.09148,1146,0,0
2025-03-18 16:30:00,1.09153,1.09153,1.08924,1.09063,2052,0,0
2025-03-18 16:45:00,1.09062,1.09125,1.09013,1.09114,1441,0,0
2025-03-18 17:00:00,1.09115,1.09201,1.09113,1.09155,1359,0,0
2025-03-18 17:15:00,1.09156,1.09207,1.09112,1.09168,1492,0,0
2025-03-18 17:30:00,1.09168,1.09179,1.09015,1.0906,2215,0,0
2025-03-18 17:45:00,1.0906,1.0916,1.09036,1.09125,2015,0,0
2025-03-18 18:00:00,1.09127,1.09173,1.0907,1.09098,2020,0,0
2025-03-18 18:15:00,1.09097,1.0919,1.09081,1.09178,1659,0,0
2025-03-18 18:30:00,1.09175,1.09196,1.09127,1.09164,1583,0,0
2025-03-18 18:45:00,1.09163,1.09185,1.09112,1.09167,1655,0,0
2025-03-18 19:00:00,1.09172,1.0925,1.08966,1.0903,2463,0,0
2025-03-18 19:15:00,1.09029,1.09138,1.08999,1.09129,1910,0,0
2025-03-18 19:30:00,1.0913,1.09331,1.09107,1.09328,1820,0,0
2025-03-18 19:45:00,1.09326,1.09341,1.09265,1.09265,2030,0,0
2025-03-18 20:00:00,1.09265,1.09325,1.09234,1.09293,1593,0,0
2025-03-18 20:15:00,1.09295,1.09345,1.09276,1.0934,1298,0,0
2025-03-18 20:30:00,1.09336,1.09399,1.09313,1.09397,1417,0,0
2025-03-18 20:45:00,1.09396,1.09399,1.09342,1.09386,1098,0,0
2025-03-18 21:00:00,1.09386,1.0945,1.09385,1.09448,1283,0,0
2025-03-18 21:15:00,1.09448,1.09517,1.09434,1.09481,1785,0,0
2025-03-18 21:30:00,1.09481,1.09498,1.09426,1.09442,1262,0,0
2025-03-18 21:45:00,1.09444,1.09503,1.09431,1.09498,927,0,0
2025-03-18 22:00:00,1.09501,1.09512,1.09443,1.09455,874,0,0
2025-03-18 22:15:00,1.09456,1.09461,1.09414,1.0943,784,0,0
2025-03-18 22:30:00,1.09429,1.09453,1.09404,1.09423,806,0,0
2025-03-18 22:45:00,1.09422,1.09465,1.09413,1.0944,975,0,0
2025-03-18 23:00:00,1.09441,1.09496,1.09422,1.09475,813,0,0
2025-03-18 23:15:00,1.09474,1.0949,1.09437,1.0947,717,0,0
2025-03-18 23:30:00,1.0947,1.09485,1.09414,1.09434,856,0,0
2025-03-18 23:45:00,1.09438,1.09475,1.09428,1.09461,848,0,0
2025-03-19 00:00:00,1.09461,1.09484,1.09453,1.09478,498,0,0
2025-03-19 00:15:00,1.09477,1.09488,1.09435,1.09437,413,0,0
2025-03-19 00:30:00,1.09438,1.09441,1.09427,1.09434,330,0,0
2025-03-19 00:45:00,1.09433,1.09461,1.0943,1.09435,434,0,0
2025-03-19 01:00:00,1.09421,1.0946,1.09421,1.09452,150,0,0
2025-03-19 01:15:00,1.09451,1.09454,1.09436,1.09445,232,0,0
2025-03-19 01:30:00,1.09445,1.09445,1.0942,1.0943,138,0,0
2025-03-19 01:45:00,1.09431,1.09458,1.09421,1.09445,147,0,0
2025-03-19 02:00:00,1.09449,1.09458,1.09429,1.09455,218,0,0
2025-03-19 02:15:00,1.09455,1.09459,1.09413,1.09416,395,0,0
2025-03-19 02:30:00,1.09417,1.09423,1.09403,1.09405,215,0,0
2025-03-19 02:45:00,1.09405,1.09423,1.09405,1.09418,168,0,0
2025-03-19 03:00:00,1.09419,1.09436,1.09414,1.09425,321,0,0
2025-03-19 03:15:00,1.09425,1.09429,1.09414,1.09414,251,0,0
2025-03-19 03:30:00,1.09415,1.0943,1.09411,1.09424,220,0,0
2025-03-19 03:45:00,1.09424,1.09424,1.09376,1.09385,314,0,0
2025-03-19 04:00:00,1.09385,1.09389,1.09338,1.09343,516,0,0
2025-03-19 04:15:00,1.09343,1.09384,1.09341,1.09369,409,0,0
2025-03-19 04:30:00,1.09369,1.09371,1.09317,1.09322,528,0,0
2025-03-19 04:45:00,1.09321,1.09377,1.09317,1.09345,936,0,0
2025-03-19 05:00:00,1.09346,1.09362,1.09335,1.0934,483,0,0
2025-03-19 05:15:00,1.09339,1.0936,1.09336,1.09354,490,0,0
2025-03-19 05:30:00,1.09353,1.09357,1.09338,1.09356,503,0,0
2025-03-19 05:45:00,1.09355,1.09372,1.09345,1.0937,449,0,0
2025-03-19 06:00:00,1.0937,1.09396,1.09355,1.09391,516,0,0
2025-03-19 06:15:00,1.09391,1.09421,1.09385,1.09392,465,0,0
2025-03-19 06:30:00,1.09392,1.09449,1.09392,1.0942,511,0,0
2025-03-19 06:45:00,1.09419,1.09427,1.09407,1.09407,479,0,0
2025-03-19 07:00:00,1.09408,1.09436,1.09407,1.09418,251,0,0
2025-03-19 07:15:00,1.09417,1.09419,1.09328,1.09339,516,0,0
2025-03-19 07:30:00,1.0934,1.09387,1.09336,1.09365,460,0,0
2025-03-19 07:45:00,1.09366,1.09397,1.09363,1.09382,406,0,0
2025-03-19 08:00:00,1.09378,1.09379,1.0933,1.09331,418,0,0
2025-03-19 08:15:00,1.09331,1.09358,1.09322,1.0933,393,0,0
2025-03-19 08:30:00,1.09332,1.09336,1.09301,1.09303,323,0,0
2025-03-19 08:45:00,1.09304,1.09308,1.09281,1.09299,379,0,0
2025-03-19 09:00:00,1.09298,1.09351,1.09297,1.09343,560,0,0
2025-03-19 09:15:00,1.09343,1.09361,1.09322,1.09345,479,0,0
2025-03-19 09:30:00,1.09346,1.0935,1.0932,1.09322,411,0,0
2025-03-19 09:45:00,1.09323,1.0935,1.09302,1.09313,529,0,0
2025-03-19 10:00:00,1.09312,1.09323,1.0926,1.09262,676,0,0
2025-03-19 10:15:00,1.09262,1.09278,1.09223,1.09238,751,0,0
2025-03-19 10:30:00,1.09238,1.09286,1.09219,1.09239,991,0,0
2025-03-19 10:45:00,1.09239,1.09281,1.09204,1.09205,1150,0,0
2025-03-19 11:00:00,1.09205,1.09231,1.09067,1.09072,1607,0,0
2025-03-19 11:15:00,1.09071,1.09098,1.09023,1.09098,1382,0,0
2025-03-19 11:30:00,1.09098,1.09099,1.0873,1.08824,2930,0,0
2025-03-19 11:45:00,1.08821,1.0895,1.08777,1.08926,2600,0,0
2025-03-19 12:00:00,1.08925,1.09069,1.0892,1.08989,2361,0,0
2025-03-19 12:15:00,1.08988,1.09064,1.08956,1.09058,1439,0,0
2025-03-19 12:30:00,1.09057,1.09104,1.09016,1.09056,1583,0,0
2025-03-19 12:45:00,1.09053,1.09086,1.08999,1.09071,1240,0,0
2025-03-19 13:00:00,1.09072,1.09072,1.08979,1.08979,1251,0,0
2025-03-19 13:15:00,1.08978,1.09022,1.08954,1.09006,1195,0,0
2025-03-19 13:30:00,1.09006,1.09081,1.09005,1.09014,1107,0,0
2025-03-19 13:45:00,1.09016,1.09102,1.08999,1.09023,1462,0,0
2025-03-19 14:00:00,1.09024,1.09034,1.08959,1.08975,1090,0,0
2025-03-19 14:15:00,1.08976,1.09042,1.0896,1.09012,928,0,0
2025-03-19 14:30:00,1.09011,1.09013,1.08912,1.08936,1085,0,0
2025-03-19 14:45:00,1.08936,1.09017,1.08936,1.08997,826,0,0
2025-03-19 15:00:00,1.08997,1.09006,1.08936,1.08982,976,0,0
2025-03-19 15:15:00,1.08983,1.09018,1.08951,1.08999,915,0,0
2025-03-19 15:30:00,1.08998,1.09095,1.0898,1.09094,993,0,0
2025-03-19 15:45:00,1.09093,1.09132,1.09065,1.09083,1370,0,0
2025-03-19 16:00:00,1.09085,1.09176,1.09076,1.09146,1796,0,0
2025-03-19 16:15:00,1.09146,1.09159,1.0907,1.09075,1782,0,0
2025-03-19 16:30:00,1.09076,1.09162,1.09051,1.09138,1671,0,0
2025-03-19 16:45:00,1.09137,1.09137,1.08991,1.09011,1828,0,0
2025-03-19 17:00:00,1.09013,1.09038,1.08964,1.08986,1776,0,0
2025-03-19 17:15:00,1.08985,1.0901,1.08928,1.08962,1569,0,0
2025-03-19 17:30:00,1.08961,1.09033,1.08956,1.08991,1717,0,0
2025-03-19 17:45:00,1.08993,1.09006,1.0893,1.08943,1850,0,0
2025-03-19 18:00:00,1.08943,1.08999,1.08928,1.08978,1460,0,0
2025-03-19 18:15:00,1.08979,1.09005,1.0895,1.08975,1405,0,0
2025-03-19 18:30:00,1.08976,1.08989,1.08938,1.08964,1197,0,0
2025-03-19 18:45:00,1.08964,1.08968,1.08816,1.08838,1776,0,0
2025-03-19 19:00:00,1.08837,1.0887,1.08826,1.0884,1346,0,0
2025-03-19 19:15:00,1.0884,1.08876,1.08819,1.0887,1030,0,0
2025-03-19 19:30:00,1.08871,1.0888,1.08802,1.08815,1313,0,0
2025-03-19 19:45:00,1.08816,1.0886,1.08753,1.08768,1414,0,0
2025-03-19 20:00:00,1.08769,1.08829,1.0876,1.08825,1486,0,0
2025-03-19 20:15:00,1.08826,1.08862,1.08822,1.08851,1106,0,0
2025-03-19 20:30:00,1.08849,1.08858,1.08782,1.08834,911,0,0
2025-03-19 20:45:00,1.08834,1.08856,1.08812,1.0885,940,0,0
2025-03-19 21:00:00,1.08851,1.08853,1.08735,1.08742,921,0,0
2025-03-19 21:15:00,1.08742,1.08751,1.0866,1.0866,1464,0,0
2025-03-19 21:30:00,1.0866,1.08667,1.08604,1.08652,1508,0,0
2025-03-19 21:45:00,1.08651,1.08725,1.08619,1.08693,1467,0,0
2025-03-19 22:00:00,1.08678,1.0896,1.08617,1.08876,4155,0,0
2025-03-19 22:15:00,1.08877,1.08937,1.08813,1.08883,2854,0,0
2025-03-19 22:30:00,1.08882,1.09128,1.08859,1.09127,3784,0,0
2025-03-19 22:45:00,1.09126,1.09132,1.09008,1.0908,3785,0,0
2025-03-19 23:00:00,1.09074,1.09128,1.09001,1.09005,3079,0,0
2025-03-19 23:15:00,1.09005,1.09023,1.0885,1.08889,2590,0,0
2025-03-19 23:30:00,1.08887,1.08994,1.08865,1.08972,2398,0,0
2025-03-19 23:45:00,1.08973,1.08996,1.08926,1.08989,1718,0,0
2025-03-20 00:00:00,1.08988,1.0903,1.08958,1.09029,590,0,0
2025-03-20 00:15:00,1.09028,1.09042,1.09011,1.09013,397,0,0
2025-03-20 00:30:00,1.09012,1.09061,1.09012,1.09038,260,0,0
2025-03-20 00:45:00,1.09037,1.09055,1.09012,1.09027,770,0,0
2025-03-20 01:00:00,1.09026,1.09031,1.09024,1.09026,47,0,0
2025-03-20 01:15:00,1.09026,1.09034,1.09024,1.09034,65,0,0
2025-03-20 01:30:00,1.09038,1.09039,1.09035,1.09035,127,0,0
2025-03-20 01:45:00,1.09036,1.09052,1.09026,1.09051,164,0,0
2025-03-20 02:00:00,1.09055,1.09095,1.09034,1.09093,291,0,0
2025-03-20 02:15:00,1.09092,1.09131,1.09092,1.09103,337,0,0
2025-03-20 02:30:00,1.09104,1.09107,1.09078,1.09078,237,0,0
2025-03-20 02:45:00,1.09078,1.09097,1.09076,1.09084,498,0,0
2025-03-20 03:00:00,1.09084,1.09086,1.09051,1.09076,583,0,0
2025-03-20 03:15:00,1.09076,1.09083,1.09056,1.09072,441,0,0
2025-03-20 03:30:00,1.09072,1.09096,1.09072,1.09095,299,0,0
2025-03-20 03:45:00,1.09096,1.09118,1.09093,1.09116,294,0,0
2025-03-20 04:00:00,1.09117,1.09165,1.09115,1.09126,634,0,0
2025-03-20 04:15:00,1.09127,1.09127,1.09072,1.09081,589,0,0
2025-03-20 04:30:00,1.09076,1.09142,1.09036,1.0913,1307,0,0
2025-03-20 04:45:00,1.0913,1.09144,1.09089,1.09123,1100,0,0
2025-03-20 05:00:00,1.09125,1.0913,1.09043,1.09064,1158,0,0
2025-03-20 05:15:00,1.09065,1.09082,1.09047,1.09071,905,0,0
2025-03-20 05:30:00,1.09071,1.09095,1.09058,1.09063,999,0,0
2025-03-20 05:45:00,1.09062,1.09094,1.09036,1.09058,972,0,0
2025-03-20 06:00:00,1.09057,1.0917,1.09052,1.09169,1356,0,0
2025-03-20 06:15:00,1.09168,1.0917,1.09122,1.09154,836,0,0
2025-03-20 06:30:00,1.09154,1.09173,1.09112,1.09129,593,0,0
2025-03-20 06:45:00,1.09129,1.09145,1.09087,1.0909,642,0,0
2025-03-20 07:00:00,1.0909,1.09103,1.09069,1.09099,609,0,0
2025-03-20 07:15:00,1.091,1.09115,1.09093,1.09113,640,0,0
2025-03-20 07:30:00,1.09112,1.09141,1.09095,1.09118,665,0,0
2025-03-20 07:45:00,1.09118,1.09118,1.09077,1.09095,619,0,0
2025-03-20 08:00:00,1.09096,1.09104,1.09077,1.09084,488,0,0
2025-03-20 08:15:00,1.09084,1.09089,1.09068,1.09088,467,0,0
2025-03-20 08:30:00,1.09088,1.09089,1.0903,1.09045,554,0,0
2025-03-20 08:45:00,1.09045,1.0906,1.09002,1.09032,562,0,0
2025-03-20 09:00:00,1.09032,1.09032,1.0895,1.08956,497,0,0
2025-03-20 09:15:00,1.08956,1.08962,1.08941,1.08947,492,0,0
2025-03-20 09:30:00,1.08946,1.08951,1.08907,1.08945,548,0,0
2025-03-20 09:45:00,1.08946,1.08961,1.08916,1.08955,605,0,0
2025-03-20 10:00:00,1.08954,1.08988,1.08945,1.08981,1043,0,0
2025-03-20 10:15:00,1.08981,1.08985,1.08923,1.08937,842,0,0
2025-03-20 10:30:00,1.08936,1.08973,1.089,1.0897,1108,0,0
2025-03-20 10:45:00,1.08971,1.08974,1.08896,1.08934,877,0,0
2025-03-20 11:00:00,1.08933,1.08942,1.08885,1.08913,1527,0,0
2025-03-20 11:15:00,1.08912,1.08916,1.08802,1.08808,1706,0,0
2025-03-20 11:30:00,1.08807,1.08824,1.08647,1.08675,1409,0,0
2025-03-20 11:45:00,1.08676,1.08797,1.0866,1.08793,1209,0,0
2025-03-20 12:00:00,1.08797,1.08857,1.08746,1.08758,1577,0,0
2025-03-20 12:15:00,1.08756,1.08763,1.0866,1.08679,1511,0,0
2025-03-20 12:30:00,1.08665,1.08766,1.08639,1.08646,2117,0,0
2025-03-20 12:45:00,1.08647,1.08696,1.0863,1.08653,1894,0,0
2025-03-20 13:00:00,1.08652,1.08684,1.08571,1.0859,1775,0,0
2025-03-20 13:15:00,1.08591,1.08629,1.08383,1.08407,2366,0,0
2025-03-20 13:30:00,1.08406,1.0854,1.08402,1.08494,1571,0,0
2025-03-20 13:45:00,1.08496,1.08544,1.08464,1.08521,1752,0,0
2025-03-20 14:00:00,1.08525,1.08546,1.08401,1.08418,1844,0,0
2025-03-20 14:15:00,1.08416,1.08442,1.08333,1.08433,2287,0,0
2025-03-20 14:30:00,1.08434,1.08491,1.08353,1.08491,1709,0,0
2025-03-20 14:45:00,1.08493,1.08523,1.08424,1.08458,1312,0,0
2025-03-20 15:00:00,1.08459,1.08485,1.08392,1.08407,1269,0,0
2025-03-20 15:15:00,1.08406,1.08468,1.08393,1.08422,1328,0,0
2025-03-20 15:30:00,1.08422,1.08484,1.08407,1.08419,1212,0,0
2025-03-20 15:45:00,1.0842,1.08518,1.08418,1.08494,1043,0,0
2025-03-20 16:00:00,1.08493,1.08556,1.08491,1.08502,1950,0,0
2025-03-20 16:15:00,1.08503,1.08518,1.08398,1.08421,1381,0,0
2025-03-20 16:30:00,1.08415,1.08445,1.08331,1.08398,1963,0,0
2025-03-20 16:45:00,1.08396,1.08435,1.08308,1.08337,1545,0,0
2025-03-20 17:00:00,1.08338,1.0839,1.08319,1.08353,1608,0,0
2025-03-20 17:15:00,1.08353,1.08358,1.08218,1.08225,1619,0,0
2025-03-20 17:30:00,1.08226,1.08271,1.08146,1.08217,2376,0,0
2025-03-20 17:45:00,1.08216,1.08259,1.08167,1.08248,1898,0,0
2025-03-20 18:00:00,1.08248,1.08385,1.08241,1.08354,2289,0,0
2025-03-20 18:15:00,1.08353,1.08375,1.0826,1.08271,1735,0,0
2025-03-20 18:30:00,1.0827,1.08304,1.08242,1.08263,1735,0,0
2025-03-20 18:45:00,1.08264,1.08305,1.08226,1.08294,1579,0,0
2025-03-20 19:00:00,1.08293,1.08316,1.08233,1.08307,1416,0,0
2025-03-20 19:15:00,1.08308,1.08455,1.08286,1.0844,1764,0,0
2025-03-20 19:30:00,1.0844,1.0844,1.08351,1.08372,1608,0,0
2025-03-20 19:45:00,1.08373,1.08492,1.08363,1.08472,1690,0,0
2025-03-20 20:00:00,1.08472,1.08496,1.08421,1.08482,1672,0,0
2025-03-20 20:15:00,1.08483,1.08516,1.0847,1.08482,1302,0,0
2025-03-20 20:30:00,1.08484,1.08504,1.08443,1.08501,1136,0,0
2025-03-20 20:45:00,1.08502,1.08523,1.08476,1.08486,1063,0,0
2025-03-20 21:00:00,1.08487,1.08518,1.08416,1.08417,997,0,0
2025-03-20 21:15:00,1.08418,1.08442,1.08389,1.08439,745,0,0
2025-03-20 21:30:00,1.0844,1.08442,1.08402,1.08433,826,0,0
2025-03-20 21:45:00,1.08434,1.08452,1.084,1.08444,825,0,0
2025-03-20 22:00:00,1.08442,1.08468,1.08419,1.08466,769,0,0
2025-03-20 22:15:00,1.0847,1.0849,1.08461,1.0848,863,0,0
2025-03-20 22:30:00,1.08478,1.08478,1.08443,1.08467,747,0,0
2025-03-20 22:45:00,1.08466,1.08496,1.08449,1.08482,905,0,0
2025-03-20 23:00:00,1.08482,1.08502,1.08471,1.08501,691,0,0
2025-03-20 23:15:00,1.08501,1.08537,1.08496,1.08532,641,0,0
2025-03-20 23:30:00,1.08532,1.08537,1.085,1.0853,754,0,0
2025-03-20 23:45:00,1.0853,1.08542,1.0851,1.0853,859,0,0
2025-03-21 00:00:00,1.08532,1.08546,1.08515,1.08543,442,0,0
2025-03-21 00:15:00,1.08542,1.08579,1.08536,1.08579,285,0,0
2025-03-21 00:30:00,1.08579,1.0859,1.0856,1.08562,339,0,0
2025-03-21 00:45:00,1.08562,1.08563,1.08524,1.0853,376,0,0
2025-03-21 01:00:00,1.08464,1.08541,1.08464,1.08541,147,0,0
2025-03-21 01:15:00,1.08541,1.08546,1.0853,1.08539,124,0,0
2025-03-21 01:30:00,1.08537,1.08548,1.08537,1.08544,130,0,0
2025-03-21 01:45:00,1.08544,1.08548,1.08533,1.08545,104,0,0
2025-03-21 02:00:00,1.08545,1.08562,1.08534,1.08551,510,0,0
2025-03-21 02:15:00,1.08551,1.08587,1.08551,1.08583,179,0,0
2025-03-21 02:30:00,1.08584,1.08588,1.08571,1.08574,120,0,0
2025-03-21 02:45:00,1.08576,1.08582,1.08568,1.0857,162,0,0
2025-03-21 03:00:00,1.08572,1.08575,1.08563,1.08572,261,0,0
2025-03-21 03:15:00,1.08571,1.08576,1.08561,1.08566,328,0,0
2025-03-21 03:30:00,1.08566,1.08574,1.08552,1.08565,239,0,0
2025-03-21 03:45:00,1.08566,1.08573,1.08532,1.08532,411,0,0
2025-03-21 04:00:00,1.08532,1.08587,1.08527,1.08536,722,0,0
2025-03-21 04:15:00,1.08535,1.08538,1.08507,1.08531,673,0,0
2025-03-21 04:30:00,1.08532,1.08558,1.08529,1.08548,661,0,0
2025-03-21 04:45:00,1.08548,1.08553,1.08523,1.08531,760,0,0
2025-03-21 05:00:00,1.0853,1.08531,1.08484,1.08513,790,0,0
2025-03-21 05:15:00,1.08512,1.0855,1.08508,1.0852,899,0,0
2025-03-21 05:30:00,1.0852,1.08555,1.08511,1.08548,936,0,0
2025-03-21 05:45:00,1.08548,1.08548,1.08498,1.08523,935,0,0
2025-03-21 06:00:00,1.08522,1.0855,1.08513,1.08542,707,0,0
2025-03-21 06:15:00,1.08542,1.08542,1.08446,1.0849,999,0,0
2025-03-21 06:30:00,1.08489,1.08493,1.08447,1.08448,543,0,0
2025-03-21 06:45:00,1.08447,1.08458,1.08422,1.08442,704,0,0
2025-03-21 07:00:00,1.08441,1.08463,1.08427,1.08456,835,0,0
2025-03-21 07:15:00,1.08457,1.08457,1.08395,1.08399,583,0,0
2025-03-21 07:30:00,1.08402,1.08403,1.08351,1.08356,544,0,0
2025-03-21 07:45:00,1.08357,1.08369,1.08334,1.08345,512,0,0
2025-03-21 08:00:00,1.08347,1.08365,1.08327,1.08332,543,0,0
2025-03-21 08:15:00,1.08333,1.08333,1.08298,1.08307,426,0,0
2025-03-21 08:30:00,1.08307,1.08341,1.08292,1.08294,449,0,0
2025-03-21 08:45:00,1.08295,1.08309,1.08275,1.083,481,0,0
2025-03-21 09:00:00,1.083,1.08301,1.08274,1.08277,579,0,0
2025-03-21 09:15:00,1.08276,1.08301,1.08249,1.0825,673,0,0
2025-03-21 09:30:00,1.08251,1.08261,1.08199,1.082,765,0,0
2025-03-21 09:45:00,1.08199,1.08297,1.08199,1.08285,939,0,0
2025-03-21 10:00:00,1.08286,1.08295,1.08247,1.08253,955,0,0
2025-03-21 10:15:00,1.08254,1.08307,1.08242,1.08295,710,0,0
2025-03-21 10:30:00,1.08296,1.08373,1.08296,1.08372,866,0,0
2025-03-21 10:45:00,1.0837,1.0837,1.08289,1.0834,1028,0,0
2025-03-21 11:00:00,1.0834,1.08373,1.08268,1.0837,1234,0,0
2025-03-21 11:15:00,1.08368,1.08378,1.08317,1.08359,1188,0,0
2025-03-21 11:30:00,1.08358,1.08419,1.08339,1.08371,1115,0,0
2025-03-21 11:45:00,1.08371,1.08407,1.08334,1.08389,1411,0,0
2025-03-21 12:00:00,1.08388,1.08456,1.08282,1.08318,1762,0,0
2025-03-21 12:15:00,1.08318,1.08343,1.0824,1.08275,1451,0,0
2025-03-21 12:30:00,1.08274,1.08284,1.08239,1.08269,1249,0,0
2025-03-21 12:45:00,1.08268,1.0837,1.08261,1.0836,1451,0,0
2025-03-21 13:00:00,1.08358,1.08375,1.08331,1.08367,1177,0,0
2025-03-21 13:15:00,1.08368,1.08389,1.08326,1.08362,1062,0,0
2025-03-21 13:30:00,1.0836,1.08364,1.08268,1.08272,980,0,0
2025-03-21 13:45:00,1.08271,1.08297,1.08246,1.08256,895,0,0
2025-03-21 14:00:00,1.08257,1.08388,1.08255,1.08364,1349,0,0
2025-03-21 14:15:00,1.08365,1.08381,1.08278,1.08282,1052,0,0
2025-03-21 14:30:00,1.08282,1.08298,1.0826,1.08287,812,0,0
2025-03-21 14:45:00,1.08286,1.08374,1.08284,1.08369,1068,0,0
2025-03-21 15:00:00,1.08369,1.08424,1.0835,1.08421,1209,0,0
2025-03-21 15:15:00,1.0842,1.08439,1.08376,1.08399,959,0,0
2025-03-21 15:30:00,1.08394,1.08443,1.08376,1.08442,922,0,0
2025-03-21 15:45:00,1.08441,1.08512,1.08429,1.08507,1011,0,0
2025-03-21 16:00:00,1.08506,1.08612,1.08494,1.08549,1789,0,0
2025-03-21 16:15:00,1.08546,1.08553,1.08432,1.08432,1585,0,0
2025-03-21 16:30:00,1.08433,1.08471,1.08369,1.08396,1979,0,0
2025-03-21 16:45:00,1.08397,1.08401,1.08297,1.08321,2073,0,0
2025-03-21 17:00:00,1.0832,1.08343,1.08261,1.08306,1879,0,0
2025-03-21 17:15:00,1.08308,1.08348,1.0827,1.08318,1581,0,0
2025-03-21 17:30:00,1.08317,1.08347,1.08292,1.08337,2236,0,0
2025-03-21 17:45:00,1.08334,1.08358,1.08251,1.0832,1911,0,0
2025-03-21 18:00:00,1.08322,1.08355,1.08273,1.08309,1771,0,0
2025-03-21 18:15:00,1.08308,1.08331,1.08253,1.08253,1744,0,0
2025-03-21 18:30:00,1.08252,1.08298,1.08185,1.08291,1808,0,0
2025-03-21 18:45:00,1.08292,1.08294,1.08225,1.08236,1593,0,0
2025-03-21 19:00:00,1.08236,1.08291,1.08235,1.08247,1508,0,0
2025-03-21 19:15:00,1.08247,1.08287,1.08225,1.08266,1097,0,0
2025-03-21 19:30:00,1.08267,1.08279,1.08244,1.08256,1205,0,0
2025-03-21 19:45:00,1.08255,1.0826,1.0797,1.08062,3029,0,0
